#{"t_start": 1682401244.4086945, "env_id": null}
r,l,t,current_date,agent_id
33.519997,32,137.047441,2018-06-29,4
77.08333,39,137.047536,2018-07-28,6
-102.77334,35,137.047556,2018-02-07,53
128.69,37,137.720487,2017-07-20,2
88.28333,31,138.461056,2018-04-12,30
-126.8,50,139.085158,2017-09-05,0
53.996662,36,140.033386,2018-07-01,16
12.709999,30,140.033487,2017-11-13,19
59.493336,28,140.033503,2017-12-14,42
0.77665395,36,140.033514,2018-06-23,43
-33.75335,36,140.778611,2018-01-12,14
-2.6233342,26,140.778705,2017-07-20,28
112.89668,31,140.778721,2017-12-04,56
60.639996,30,142.119182,2017-09-19,15
91.40999,38,142.119277,2017-12-15,17
47.023335,39,142.119293,2017-07-01,29
33.303333,34,142.901736,2018-02-13,20
9.406667,28,142.901834,2017-12-07,55
67.29667,27,143.826117,2017-06-20,13
18.276665,27,143.826223,2018-06-18,31
31.613329,33,144.893822,2017-08-25,3
-50.443336,44,144.89391,2017-11-27,11
22.97,27,144.893926,2017-11-22,36
74.66665,37,144.893938,2018-08-24,39
49.986668,28,144.893948,2017-12-06,50
48.71,31,145.911078,2017-07-19,1
26.010002,29,145.911176,2018-02-11,32
25.15333,29,145.911193,2017-09-15,49
-83.963326,40,146.816978,2017-08-29,18
-0.3699996,28,146.81707,2018-01-17,26
52.45333,32,146.817091,2017-12-24,37
80.62334,36,146.817102,2017-07-27,54
-78.69666,42,146.817113,2018-01-09,57
27.886663,29,146.817122,2018-05-24,60
115.40333,32,146.817139,2017-11-04,62
36.08,32,147.726058,2018-03-14,41
78.33667,30,148.553944,2017-11-17,5
76.43334,26,148.554036,2018-05-04,25
32.919994,36,148.554054,2017-11-05,48
-77.89336,34,149.601277,2018-06-16,45
-8.386666,35,150.395124,2017-08-20,27
21.803337,34,150.395252,2018-03-06,63
41.229996,26,151.371073,2018-07-12,10
35.75,24,151.371167,2018-08-13,33
0.39666444,38,151.371184,2018-05-06,40
75.35,29,151.371195,2017-08-27,51
-49.976665,38,152.178383,2018-03-17,47
120.10999,36,152.178479,2017-12-06,61
-1.379999,28,153.139807,2017-08-15,22
47.440002,27,153.139898,2018-07-28,58
43.186665,38,155.462248,2018-07-01,9
47.16333,28,156.375512,2017-07-31,8
6.0266666,26,156.375604,2017-11-22,23
40.54667,37,156.375619,2018-06-11,34
-95.706665,40,156.375631,2017-11-16,52
36.03,33,157.140957,2017-12-13,24
-17.616663,32,157.812583,2017-11-06,44
23.726665,37,158.77739,2018-06-22,7
-43.636673,38,158.777516,2018-03-06,21
46.71,29,159.750533,2018-07-11,35
78.87,28,160.681773,2018-04-07,6
65.76,29,160.681852,2017-05-25,38
67.22333,23,160.681869,2017-08-01,56
12.033334,36,161.610721,2018-01-02,12
60.64333,33,161.610804,2017-08-17,59
-4.2600074,31,163.86618,2018-06-13,2
89.013336,25,163.866276,2018-03-27,17
18.03333,30,164.723132,2017-08-01,0
20.693329,29,164.72321,2017-06-25,19
70.53,26,164.723227,2018-03-14,29
-4.3966618,31,164.723238,2017-12-15,30
99.766655,26,167.243907,2018-08-10,3
52.676666,36,167.243991,2017-10-15,4
61.19667,28,167.244007,2017-07-19,20
72.73,27,168.441035,2017-10-19,11
45.90667,27,168.441117,2018-06-25,50
81.96667,37,168.441133,2018-02-04,53
89.92333,34,169.328925,2018-07-15,16
15.566665,29,169.329021,2018-04-10,31
-16.106667,27,170.113547,2017-08-02,18
79.81667,35,170.113631,2017-07-13,43
-178.46333,49,170.894343,2017-08-31,46
-16.369997,36,171.955975,2018-06-10,28
138.65335,30,171.956057,2018-03-03,49
-87.546684,37,172.864612,2017-09-21,14
7.369999,35,172.864697,2017-08-28,15
-32.436665,30,172.864718,2017-09-26,62
-19.62333,29,173.74531,2018-04-23,5
30.03333,32,173.745412,2017-10-25,32
0.52332705,33,173.745431,2017-06-20,36
96.13668,31,173.745451,2017-08-12,37
75.776665,31,173.745463,2017-07-15,54
64.09666,30,174.736729,2017-06-26,25
108.70666,28,174.736809,2018-08-04,27
13.786666,27,174.736826,2017-06-17,33
2.206671,35,175.596797,2018-08-16,39
-10.010003,33,175.596879,2017-12-18,57
45.79667,23,176.329069,2018-01-06,8
52.70667,36,177.106454,2017-06-07,1
-29.24334,35,177.106538,2017-10-25,26
45.226673,31,177.106557,2017-11-30,63
34.46666,29,178.21716,2017-07-09,22
84.83667,33,178.217286,2018-03-25,45
-36.429996,34,178.217322,2018-08-17,48
44.356667,31,178.217349,2017-08-15,51
-29.109999,36,178.217374,2018-04-09,60
